dataset,embA,evalTypeA,embB,evalTypeB,rho,pearsons,rho_pairs,ds_pairs
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,0.44658038286094826,0.4532854094091805,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,0.4508240582638488,0.5428968039682985,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.7133066761313642,0.715958170450719,353,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,0.6937532720183128,0.7133077635470841,353,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,word-based,0.6205861219879104,0.6421091499602176,333,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/home/rdenaux/nbs/expsys/.vector_cache/glove.840B.300d.txt,word-based,0.6021413970232573,0.6104557656960027,353,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,0.36976170332172276,0.4049761563763511,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,0.6004752081100314,0.5832584634019669,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,0.45936748293543733,0.5242860040730043,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/home/rdenaux/nbs/expsys/.vector_cache/wiki.en.vec,word-based,0.6915917711246288,0.7141816375398474,335,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,0.3751660769536303,0.4423186916169079,279,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/nasari/NASARIembed-UMBC_w2v.vec,concept-based,0.3178664406408782,0.29066272865205073,351,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,0.441568430426444,0.5520636725305106,324,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,0.7267582947179829,0.7619526845787693,313,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,0.8238026474248108,0.8518403625098842,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,0.42701316299362035,0.5037049993236478,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.9999999999999999,1.0,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,0.4570241943555157,0.45749277353242795,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,0.6845963471018578,0.5849686904084483,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,0.2875764908356256,0.3062590108552878,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/nasari/UMBC_w2v.vec,word-based,0.5889060105589299,0.6336244690273202,314,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,0.45302312757193963,0.4492641445981819,328,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,0.41152845537736327,0.43432124054897797,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,0.7340069852906188,0.7784323170535844,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.5641207371036004,0.6233571988050949,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,0.5784282444961917,0.6319080380713553,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,word-based,0.5232368347124778,0.5975920448918534,312,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,/home/rdenaux/nbs/expsys/.vector_cache/glove.840B.300d.txt,word-based,0.6124794909977436,0.6592803069787344,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,0.2778875051608098,0.37814354855699395,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,0.4360828016796263,0.4586110183699549,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,0.7417297406872141,0.7793248256343159,313,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,/home/rdenaux/nbs/expsys/.vector_cache/wiki.en.vec,word-based,0.5670113762095174,0.6096060901900341,314,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,0.5374938639314827,0.5884509163078107,269,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/nasari/NASARIembed-UMBC_w2v.vec,concept-based,0.30045567707076554,0.31624980983775586,328,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,0.79007919488399,0.8349552208690991,314,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,0.6757753014704353,0.6467005767565419,325,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,0.5015601732339715,0.49962081985820334,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,0.6016479656226197,0.5668595063976235,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.45702419435551567,0.4574927735324279,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,1.0,1.0,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,0.6295434773683402,0.8088514559240059,347,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,0.23055611094186276,0.06932342566482919,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,/data/corpora/nasari/UMBC_w2v.vec,word-based,0.70887011362507,0.6547613194745341,332,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,0.678140507749029,0.663029967585557,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,0.7561694046372173,0.8497507148356477,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,0.40438241884660486,0.4067591784468833,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.7592667807151323,0.6870915425431051,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,0.7506395671430286,0.6863043023620962,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,word-based,0.845719214881617,0.7533278977382212,332,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,/home/rdenaux/nbs/expsys/.vector_cache/glove.840B.300d.txt,word-based,0.7393028430634054,0.679181449340878,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,0.4339533171237312,0.5608716967507851,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,0.9432551616446989,0.9634798366536776,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,0.6153565958126462,0.5700887229950211,325,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,/home/rdenaux/nbs/expsys/.vector_cache/wiki.en.vec,word-based,0.7826160454252045,0.7335000934001614,332,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,0.5851197104408781,0.6421863560573415,279,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,/data/corpora/nasari/NASARIembed-UMBC_w2v.vec,concept-based,0.48439776699358544,0.4815829359849723,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,0.5700900587802384,0.5764129412429666,321,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,0.7398507029461633,0.6757479698231554,324,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,0.6801595006501806,0.601401183871358,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,0.45611957359689287,0.4660018305838833,347,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.6845963471018579,0.5849686904084485,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,0.6295434773683402,0.8088514559240059,347,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,1.0,1.0,347,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,0.1472520410669483,7.980246736031145E-4,347,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,/data/corpora/nasari/UMBC_w2v.vec,word-based,0.5439181864928742,0.5296965715409596,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,0.5150073257494181,0.5543645710974054,347,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,0.5301257840546114,0.7215684873458139,347,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,0.6337639450468687,0.5395302224096222,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.5708462352879904,0.5457604828958867,347,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,0.538389211581335,0.5479007570030311,347,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,word-based,0.5627578867547323,0.5512097573075111,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,/home/rdenaux/nbs/expsys/.vector_cache/glove.840B.300d.txt,word-based,0.5880977127075115,0.5696921092808086,347,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,0.3478259558404854,0.5168539433107765,347,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,0.6116242183422859,0.7750995830335642,347,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,0.7395451618292281,0.6142279835135964,324,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,/home/rdenaux/nbs/expsys/.vector_cache/wiki.en.vec,word-based,0.5575677404193327,0.5728280203786781,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,0.7605175843242147,0.73592811136457,279,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,/data/corpora/nasari/NASARIembed-UMBC_w2v.vec,concept-based,0.33133038613320703,0.36844478792367075,347,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,0.7333452780612112,0.6645655235550781,320,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,0.2442817542943256,0.23613175676144985,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,0.28982144082513245,0.2866567395905093,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,0.21430038758156708,0.1785911519967051,353,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.2875764908356257,0.30625901085528767,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,0.23055611094186287,0.06932342566482919,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,0.1472520410669483,7.980246736531772E-4,347,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,1.0,1.0,353,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/nasari/UMBC_w2v.vec,word-based,0.31223692664891745,0.2761579999039049,335,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,0.2584607337225376,0.17151920790154526,351,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,0.23649685335266582,0.10045161367066605,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,0.24441387955440969,0.26741564207927904,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.2677564709916736,0.24679606102012452,353,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,0.28150801884900795,0.24809904596552668,353,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,word-based,0.29753105236321664,0.266684891039078,333,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/home/rdenaux/nbs/expsys/.vector_cache/glove.840B.300d.txt,word-based,0.3162932394065726,0.2777547823370379,353,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,0.11588355636330572,0.060722942850328254,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,0.22706145530419194,0.09278337615044212,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,0.2943156105782606,0.2595424158109373,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/home/rdenaux/nbs/expsys/.vector_cache/wiki.en.vec,word-based,0.26826387787236117,0.24507212756825786,335,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,0.14825377801759188,0.1157862327151473,279,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/nasari/NASARIembed-UMBC_w2v.vec,concept-based,0.13181540806063494,0.09307832609345434,351,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,0.30115152678381135,0.26952515473742156,324,353
EN_WS-353-ALL.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,0.7128880731501651,0.7525512185038515,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,0.6882101894200227,0.7327577140147297,314,353
EN_WS-353-ALL.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,0.6060169445810764,0.6308513273622278,335,353
EN_WS-353-ALL.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.5889060105589299,0.6336244690273202,314,353
EN_WS-353-ALL.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,0.70887011362507,0.6547613194745341,332,353
EN_WS-353-ALL.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,0.5439181864928742,0.5296965715409596,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,0.3122369266489176,0.27615799990390477,335,353
EN_WS-353-ALL.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/nasari/UMBC_w2v.vec,word-based,1.0,1.0,335,353
EN_WS-353-ALL.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,0.6652403206326181,0.6962803607524555,333,353
EN_WS-353-ALL.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,0.5752321532706854,0.5844275203780245,332,353
EN_WS-353-ALL.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,0.46750176314870945,0.5249830438371665,314,353
